run,type,module,name,attrname,attrvalue,value
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.gateway.sbfDecay,0.02,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.enabled,false,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.attackMode,1,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.replayInterval,2.5s,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.validMac,true,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.replayId,100000,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.replayTsUs,500000,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.dupBurstLen,4,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.dupBurstGap,200ms,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,**.fakeNode.outOfOrderJitter,80ms,
Attack50_bloom-0-20250914-02:02:45-82759,config,,,sim-time-limit,10s,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,configname,Attack50_bloom,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,datetime,20250914-02:02:45,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,datetimef,20250914-020245,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,experiment,Attack50_bloom,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,inifile,run_record.ini,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,iterationvars,,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,iterationvarsd,,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,iterationvarsf,,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,measurement,,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,network,ned.LightIoTNetwork,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,processid,82758,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,repetition,0,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,replication,#0,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,resultdir,results,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,runnumber,0,
Attack50_bloom-0-20250914-02:02:45-82758,runattr,,,seedset,123,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.batteryInit_mJ,10000,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.stageOrder,"""$ord""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.result-recording-modes,all,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.scalar-recording,true,
