run,repetition,module,name,value
Attack5_record-0-20250915-22:43:51-99449,0,LightIoTNetwork.gateway,bloomFP,0
Attack5_record-0-20250915-22:43:51-99449,0,LightIoTNetwork.gateway,bloomCallsPerK,0
Attack5_record-0-20250915-22:43:51-99449,0,LightIoTNetwork.gateway,bloomQueriesTotal,0
Attack5_record-0-20250915-22:43:51-99449,0,LightIoTNetwork.gateway,bloomInsertsTotal,0
