run,repetition,module,name,value
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[38],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[39],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[40],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[41],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[42],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[43],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[44],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[45],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[46],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[47],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[48],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.sensor[49],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.gateway,GW_Received,478
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.gateway,GW_Forwarded,475
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.gateway,GW_Dropped,3
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.gateway,GW_Dropped_HMAC,3
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.gateway,GW_Dropped_Stale,2
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.gateway,GW_Dropped_Duplicate,3
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.gateway,GW_BatteryRemaining_mJ,235
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.cloud,Cloud_TotalReceived,475
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.cloud,Cloud_AvgDelay_s,0.00099998797647579
Attack50_record-0-20250829-01:43:59-80487,0,LightIoTNetwork.fakeNode,Fake_AttacksSent,3
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[0],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[1],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[2],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[3],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[4],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[5],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[6],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[7],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[8],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[9],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[10],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[11],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[12],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[13],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[14],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[15],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[16],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[17],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[18],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[19],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[20],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[21],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[22],Sensor_EnergyRemaining_mJ,4800
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[23],Sensor_EnergyRemaining_mJ,4820
Attack50_record-0-20250829-01:44:00-80571,0,LightIoTNetwork.sensor[24],Sensor_EnergyRemaining_mJ,4800
