time,value
3,0.557712975726
6,0.773656294517
9,0.798534605255
14,0.88444152132
15,0.885381708223
18,0.924654796788
21,0.938587209977
24,0.978665111655
27,1.045883177383
30,1.049813502304
33,1.093844616389
36,1.103763370378
39,1.124563696397
42,1.146894115092
45,1.216189364972
48,1.34526574409
51,1.348251737257
54,1.358945619849
57,1.392773001757
60,1.464662764058
63,1.616057982412
66,1.804313589561
69,1.83609003981
72,1.8804369556
75,1.898990620974
78,1.903211755421
81,1.960090389125
84,2.011270475783
87,2.01729273463
90,2.023706536623
93,2.028607376221
96,2.045880865421
99,2.120542422564
102,2.133397745689
105,2.28271333354
108,2.287015775334
111,2.403883088635
114,2.436696774954
117,2.466775430808
120,2.538680214271
123,2.711781650991
126,2.799035197565
129,2.891286493534
132,2.895921752577
135,2.907307251519
140,2.9406191061
141,2.940947619382
144,3.016196224255
147,3.047046382515
150,3.049213079664
153,3.056591579619
156,3.062284823669
159,3.067833066941
162,3.140872391335
165,3.338738899421
168,3.357878296239
171,3.371647117263
174,3.408252754271
177,3.449707819032
180,3.533400298817
183,3.664692773274
186,3.736301666474
189,3.883929177442
192,3.898537318711
197,3.943239858908
198,3.943305388161
201,3.946133230835
204,3.950804342119
207,3.954634409047
210,3.992219796426
213,4.014041280489
216,4.080118679789
219,4.085336668439
222,4.090252211434
225,4.33517609185
228,4.362125699151
231,4.460396732319
234,4.486071878601
237,4.488772448547
240,4.523390296729
243,4.636594353686
246,4.758914358843
249,4.858178324135
252,4.863161458469
255,4.871335567975
258,4.979007034353
261,4.982766097992
264,4.987987751303
267,5.014300597015
270,5.022847802866
273,5.027413180772
276,5.044766155839
279,5.048168855229
282,5.061882645474
285,5.26096135152
288,5.412262926925
291,5.42348240225
294,5.461514603229
297,5.48839974224
300,5.507638011942
303,5.650633708876
306,5.66659944395
309,5.845898626814
312,5.8900162691
315,5.903175059355
318,5.956075948731
321,5.959675083006
324,5.969010334344
327,6.018545815091
330,6.049859578278
333,6.070796888205
338,6.078252711916
339,6.078790519641
342,6.14382606896
345,6.211619671783
348,6.395136644527
351,6.416744556812
354,6.437284859851
357,6.456454104254
360,6.532340033142
363,6.582427626172
366,6.634200967452
369,6.767973654647
372,6.887311672908
375,6.919516297684
378,6.924966733552
381,6.934440977753
384,6.957862286431
387,7.024679430689
390,7.04454192135
393,7.046540397335
396,7.110758085526
399,7.131039926013
402,7.139773788558
405,7.142989165823
408,7.375673784478
411,7.419705863179
414,7.472016786061
417,7.484333538146
420,7.626729032932
423,7.677719519216
426,7.709839661163
429,7.76170389431
432,7.836109672136
435,7.889236547262
440,7.948094129211
441,7.948539455817
444,7.954377955128
447,7.955410081356
450,8.014868515844
453,8.067028478741
456,8.072532146958
459,8.087601317907
462,8.09910026982
465,8.235691134654
468,8.347562678274
471,8.378933903038
474,8.408079081004
477,8.468195493309
480,8.641316153876
483,8.664461270183
486,8.744556491984
489,8.785934839793
492,8.802066047466
495,8.891458555844
498,8.91975676671
501,8.967415728257
504,8.968730371048
507,8.987033879687
510,9.020106376962
513,9.07432593915
516,9.087889028641
519,9.092250928492
522,9.154479235852
525,9.182444861136
528,9.324701578332
531,9.394123202072
534,9.431794200674
537,9.554054732876
540,9.596859866682
543,9.628175061172
546,9.646427832333
549,9.817818128245
552,9.819416915043
555,9.870534463296
558,9.944915097882
561,9.949191594425
564,9.973052409825
