time,value
3,0.556712975726
6,0.772656294517
9,0.797534605255
12,0.88344152132
15,0.884381708223
18,0.923654796788
21,0.937587209977
24,0.977665111655
27,1.044883177383
30,1.048813502304
33,1.092844616389
36,1.102763370378
39,1.123563696397
42,1.145894115092
45,1.215189364972
48,1.34426574409
51,1.347251737257
54,1.357945619849
57,1.391773001757
60,1.463662764058
63,1.615057982412
66,1.803313589561
69,1.83509003981
72,1.8794369556
75,1.897990620974
78,1.902211755421
81,1.959090389125
84,2.010270475783
87,2.01629273463
90,2.022706536623
93,2.027607376221
96,2.044880865421
99,2.119542422564
102,2.132397745689
105,2.28171333354
108,2.286015775334
111,2.402883088635
114,2.435696774954
117,2.465775430808
120,2.537680214271
123,2.710781650991
126,2.798035197565
129,2.890286493534
132,2.894921752577
135,2.906307251519
138,2.9396191061
141,2.939947619382
144,3.015196224255
147,3.046046382515
150,3.048213079664
153,3.055591579619
156,3.061284823669
159,3.066833066941
162,3.139872391335
165,3.337738899421
168,3.356878296239
171,3.370647117263
174,3.407252754271
177,3.448707819032
180,3.532400298817
183,3.663692773274
186,3.735301666474
189,3.882929177442
192,3.897537318711
195,3.942239858908
198,3.942305388161
201,3.945133230835
204,3.949804342119
207,3.953634409047
210,3.991219796426
213,4.013041280489
216,4.079118679789
219,4.084336668439
222,4.089252211434
225,4.33417609185
228,4.361125699151
231,4.459396732319
234,4.485071878601
237,4.487772448547
240,4.522390296729
243,4.635594353686
246,4.757914358843
249,4.857178324135
252,4.862161458469
255,4.870335567975
258,4.978007034353
261,4.981766097992
264,4.986987751303
267,5.013300597015
270,5.021847802866
273,5.026413180772
276,5.043766155839
279,5.047168855229
282,5.060882645474
285,5.25996135152
288,5.411262926925
291,5.42248240225
294,5.460514603229
297,5.48739974224
300,5.506638011942
303,5.649633708876
306,5.66559944395
309,5.844898626814
312,5.8890162691
315,5.902175059355
318,5.955075948731
321,5.958675083006
324,5.968010334344
327,6.017545815091
330,6.048859578278
333,6.069796888205
336,6.077252711916
339,6.077790519641
342,6.14282606896
345,6.210619671783
348,6.394136644527
351,6.415744556812
354,6.436284859851
357,6.455454104254
360,6.531340033142
363,6.581427626172
366,6.633200967452
369,6.766973654647
372,6.886311672908
375,6.918516297684
378,6.923966733552
381,6.933440977753
384,6.956862286431
387,7.023679430689
390,7.04354192135
393,7.045540397335
396,7.109758085526
399,7.130039926013
402,7.138773788558
405,7.141989165823
408,7.374673784478
411,7.418705863179
414,7.471016786061
417,7.483333538146
420,7.625729032932
423,7.676719519216
426,7.708839661163
429,7.76070389431
432,7.835109672136
435,7.888236547262
438,7.947094129211
441,7.947539455817
444,7.953377955128
447,7.954410081356
450,8.013868515844
453,8.066028478741
456,8.071532146958
459,8.086601317907
462,8.09810026982
465,8.234691134654
468,8.346562678274
471,8.377933903038
474,8.407079081004
477,8.467195493309
480,8.640316153876
483,8.663461270183
486,8.743556491984
489,8.784934839793
492,8.801066047466
495,8.890458555844
498,8.91875676671
501,8.966415728257
504,8.967730371048
507,8.986033879687
510,9.019106376962
513,9.07332593915
516,9.086889028641
519,9.091250928492
522,9.153479235852
525,9.181444861136
528,9.323701578332
531,9.393123202072
534,9.430794200674
537,9.553054732876
540,9.595859866682
543,9.627175061172
546,9.645427832333
549,9.816818128245
552,9.818416915043
555,9.869534463296
558,9.943915097882
561,9.948191594425
564,9.972052409825
