run,type,module,name,attrname,attrvalue,vectime,vecvalue
Attack5_record-0-20250915-22:43:51-99449,runattr,,,configname,Attack5_record,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,datetime,20250915-22:43:51,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,datetimef,20250915-224351,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,experiment,Attack5_record,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,inifile,run_record.ini,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,iterationvars,,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,iterationvarsd,,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,iterationvarsf,,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,measurement,,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,network,ned.LightIoTNetwork,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,processid,99449,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,repetition,0,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,replication,#0,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,resultdir,results,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,runnumber,0,,
Attack5_record-0-20250915-22:43:51-99449,runattr,,,seedset,104,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.result-recording-modes,all,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.scalar-recording,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.vector-recording,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-scalar-file,results/delay/Attack5_record_s104.sca,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-vector-file,results/delay/Attack5_record_s104.vec,,
Attack5_record-0-20250915-22:43:51-99449,config,,,record-eventlog,false,,
Attack5_record-0-20250915-22:43:51-99449,config,,,seed-set,104,,
Attack5_record-0-20250915-22:43:51-99449,config,,,network,ned.LightIoTNetwork,,
Attack5_record-0-20250915-22:43:51-99449,config,,,LightIoTNetwork.numSensorNodes,5,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.sensor[*].mode,"""Secure""",,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.enabled,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.validMac,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.securityEnabled,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.hmacWindow,1s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,description,Secure Mode Simulation (includes all scenarios),,
Attack5_record-0-20250915-22:43:51-99449,config,,,network,ned.LightIoTNetwork,,
Attack5_record-0-20250915-22:43:51-99449,config,,,ned-path,.,,
Attack5_record-0-20250915-22:43:51-99449,config,,,sim-time-limit,10s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,record-eventlog,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,cmdenv-express-mode,false,,
Attack5_record-0-20250915-22:43:51-99449,config,,,network,ned.LightIoTNetwork,,
Attack5_record-0-20250915-22:43:51-99449,config,,,sim-time-limit,10s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-scalar-file,results/secure_output.sca,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-vector-file,results/secure_output.vec,,
Attack5_record-0-20250915-22:43:51-99449,config,,,network,LightIoTNetwork,,
Attack5_record-0-20250915-22:43:51-99449,config,,,sim-time-limit,10s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-scalar-file,results/nosecure_output.sca,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-vector-file,results/nosecure_output.vec,,
Attack5_record-0-20250915-22:43:51-99449,config,,,network,LightIoTNetwork,,
Attack5_record-0-20250915-22:43:51-99449,config,,,sim-time-limit,10s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-scalar-file,results/attack_output.sca,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-vector-file,results/attack_output.vec,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-scalar-file,results/Attack5_record-0.sca,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-vector-file,results/Attack5_record-0.vec,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.scalar-recording,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.vector-recording,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.statistic-recording,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.result-recording-modes,all,,
Attack5_record-0-20250915-22:43:51-99449,config,,,rng-class,cMersenneTwister,,
Attack5_record-0-20250915-22:43:51-99449,config,,,num-rngs,1,,
Attack5_record-0-20250915-22:43:51-99449,config,,,seed-set,123,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-scalar-file,results/Attack5_record-0.sca,,
Attack5_record-0-20250915-22:43:51-99449,config,,,output-vector-file,results/Attack5_record-0.vec,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.scalar-recording,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.vector-recording,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.result-recording-modes,all,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.sensor[*].aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.sensor[*].sendInterval,0.5s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.sensor[*].mode,"""Secure""",,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.procDelay,1ms,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.hmacWindow,1s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.costForward_mJ,5,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.costVerify_mJ,5,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.batteryInit_mJ,5000,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.securityEnabled,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.checkHmac,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.checkFreshness,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.checkDuplicate,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.duplicateMethod,"""set""",,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.bloomBits,16384,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.bloomHashes,3,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.sbfBits,16384,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.sbfHashes,3,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.gateway.sbfDecay,0.02,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.enabled,false,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.attackMode,1,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.replayInterval,2.5s,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.validMac,true,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.replayId,100000,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.replayTsUs,500000,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.dupBurstLen,4,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.dupBurstGap,200ms,,
Attack5_record-0-20250915-22:43:51-99449,config,,,**.fakeNode.outOfOrderJitter,80ms,,
Attack5_record-0-20250915-22:43:51-99449,config,,,sim-time-limit,10s,,
