run,type,module,name,attrname,attrvalue,vectime,vecvalue
Secure20_record-0-20250915-22:43:50-99391,runattr,,,configname,Secure20_record,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,datetime,20250915-22:43:50,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,datetimef,20250915-224350,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,experiment,Secure20_record,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,inifile,run_record.ini,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,iterationvars,,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,iterationvarsd,,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,iterationvarsf,,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,measurement,,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,processid,99391,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,repetition,0,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,replication,#0,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,resultdir,results,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,runnumber,0,,
Secure20_record-0-20250915-22:43:50-99391,runattr,,,seedset,101,,
Secure20_record-0-20250915-22:43:50-99391,config,,,**.result-recording-modes,all,,
Secure20_record-0-20250915-22:43:50-99391,config,,,**.scalar-recording,true,,
Secure20_record-0-20250915-22:43:50-99391,config,,,**.vector-recording,true,,
Secure20_record-0-20250915-22:43:50-99391,config,,,output-scalar-file,results/delay/Secure20_record_s101.sca,,
Secure20_record-0-20250915-22:43:50-99391,config,,,output-vector-file,results/delay/Secure20_record_s101.vec,,
Secure20_record-0-20250915-22:43:50-99391,config,,,record-eventlog,false,,
Secure20_record-0-20250915-22:43:50-99391,config,,,seed-set,101,,
Secure20_record-0-20250915-22:43:50-99391,config,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99391,config,,,LightIoTNetwork.numSensorNodes,20,,
Secure20_record-0-20250915-22:43:50-99391,config,,,**.fakeNode.enabled,false,,
Secure20_record-0-20250915-22:43:50-99391,config,,,**.sensor[*].mode,"""Secure""",,
