run,type,module,name,attrname,attrvalue,vectime,vecvalue
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,configname,NoSec50_record,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,datetime,20250915-22:43:51,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,datetimef,20250915-224351,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,experiment,NoSec50_record,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,inifile,run_record.ini,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,iterationvars,,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,iterationvarsd,,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,iterationvarsf,,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,measurement,,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,network,ned.LightIoTNetwork,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,processid,99454,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,repetition,0,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,replication,#0,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,resultdir,results,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,runnumber,0,,
NoSec50_record-0-20250915-22:43:51-99454,runattr,,,seedset,105,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.result-recording-modes,all,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.scalar-recording,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.vector-recording,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-scalar-file,results/delay/NoSec50_record_s105.sca,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-vector-file,results/delay/NoSec50_record_s105.vec,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,record-eventlog,false,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,seed-set,105,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,network,ned.LightIoTNetwork,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,LightIoTNetwork.numSensorNodes,50,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.enabled,false,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.sensor[*].mode,"""NoSecurity""",,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.securityEnabled,false,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.procDelay,0s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.costVerify_mJ,0,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,description,Secure Mode Simulation (includes all scenarios),,
NoSec50_record-0-20250915-22:43:51-99454,config,,,network,ned.LightIoTNetwork,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,ned-path,.,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,sim-time-limit,10s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,record-eventlog,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,cmdenv-express-mode,false,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,network,ned.LightIoTNetwork,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,sim-time-limit,10s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-scalar-file,results/secure_output.sca,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-vector-file,results/secure_output.vec,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,network,LightIoTNetwork,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,sim-time-limit,10s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-scalar-file,results/nosecure_output.sca,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-vector-file,results/nosecure_output.vec,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,network,LightIoTNetwork,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,sim-time-limit,10s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-scalar-file,results/attack_output.sca,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-vector-file,results/attack_output.vec,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-scalar-file,results/NoSec50_record-0.sca,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-vector-file,results/NoSec50_record-0.vec,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.scalar-recording,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.vector-recording,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.statistic-recording,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.result-recording-modes,all,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,rng-class,cMersenneTwister,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,num-rngs,1,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,seed-set,123,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-scalar-file,results/NoSec50_record-0.sca,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,output-vector-file,results/NoSec50_record-0.vec,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.scalar-recording,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.vector-recording,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.result-recording-modes,all,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.sensor[*].aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.sensor[*].sendInterval,0.5s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.sensor[*].mode,"""Secure""",,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.procDelay,1ms,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.hmacWindow,1s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.costForward_mJ,5,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.costVerify_mJ,5,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.batteryInit_mJ,5000,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.securityEnabled,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.checkHmac,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.checkFreshness,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.checkDuplicate,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.duplicateMethod,"""set""",,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.bloomBits,16384,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.bloomHashes,3,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.sbfBits,16384,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.sbfHashes,3,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.gateway.sbfDecay,0.02,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.enabled,false,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.attackMode,1,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.replayInterval,2.5s,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.validMac,true,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.replayId,100000,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.replayTsUs,500000,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.dupBurstLen,4,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.dupBurstGap,200ms,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,**.fakeNode.outOfOrderJitter,80ms,,
NoSec50_record-0-20250915-22:43:51-99454,config,,,sim-time-limit,10s,,
