run,type,module,name,attrname,attrvalue,vectime,vecvalue
Secure20_record-0-20250915-22:43:51-99456,runattr,,,configname,Secure20_record,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,datetime,20250915-22:43:51,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,datetimef,20250915-224351,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,experiment,Secure20_record,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,inifile,run_record.ini,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,iterationvars,,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,iterationvarsd,,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,iterationvarsf,,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,measurement,,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,processid,99456,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,repetition,0,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,replication,#0,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,resultdir,results,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,runnumber,0,,
Secure20_record-0-20250915-22:43:51-99456,runattr,,,seedset,105,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.result-recording-modes,all,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.scalar-recording,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.vector-recording,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-scalar-file,results/delay/Secure20_record_s105.sca,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-vector-file,results/delay/Secure20_record_s105.vec,,
Secure20_record-0-20250915-22:43:51-99456,config,,,record-eventlog,false,,
Secure20_record-0-20250915-22:43:51-99456,config,,,seed-set,105,,
Secure20_record-0-20250915-22:43:51-99456,config,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:51-99456,config,,,LightIoTNetwork.numSensorNodes,20,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.fakeNode.enabled,false,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.sensor[*].mode,"""Secure""",,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.gateway.securityEnabled,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,description,Secure Mode Simulation (includes all scenarios),,
Secure20_record-0-20250915-22:43:51-99456,config,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:51-99456,config,,,ned-path,.,,
Secure20_record-0-20250915-22:43:51-99456,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:51-99456,config,,,record-eventlog,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,cmdenv-express-mode,false,,
Secure20_record-0-20250915-22:43:51-99456,config,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:51-99456,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-scalar-file,results/secure_output.sca,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-vector-file,results/secure_output.vec,,
Secure20_record-0-20250915-22:43:51-99456,config,,,network,LightIoTNetwork,,
Secure20_record-0-20250915-22:43:51-99456,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-scalar-file,results/nosecure_output.sca,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-vector-file,results/nosecure_output.vec,,
Secure20_record-0-20250915-22:43:51-99456,config,,,network,LightIoTNetwork,,
Secure20_record-0-20250915-22:43:51-99456,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-scalar-file,results/attack_output.sca,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-vector-file,results/attack_output.vec,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-scalar-file,results/Secure20_record-0.sca,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-vector-file,results/Secure20_record-0.vec,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.scalar-recording,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.vector-recording,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.statistic-recording,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.result-recording-modes,all,,
Secure20_record-0-20250915-22:43:51-99456,config,,,rng-class,cMersenneTwister,,
Secure20_record-0-20250915-22:43:51-99456,config,,,num-rngs,1,,
Secure20_record-0-20250915-22:43:51-99456,config,,,seed-set,123,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-scalar-file,results/Secure20_record-0.sca,,
Secure20_record-0-20250915-22:43:51-99456,config,,,output-vector-file,results/Secure20_record-0.vec,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.scalar-recording,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.vector-recording,true,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.result-recording-modes,all,,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.sensor[*].aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.gateway.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Secure20_record-0-20250915-22:43:51-99456,config,,,**.fakeNode.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
