run,type,module,name,attrname,attrvalue,vectime,vecvalue
Secure20_record-0-20250915-22:43:50-99406,runattr,,,configname,Secure20_record,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,datetime,20250915-22:43:50,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,datetimef,20250915-224350,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,experiment,Secure20_record,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,inifile,run_record.ini,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,iterationvars,,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,iterationvarsd,,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,iterationvarsf,,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,measurement,,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,processid,99406,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,repetition,0,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,replication,#0,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,resultdir,results,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,runnumber,0,,
Secure20_record-0-20250915-22:43:50-99406,runattr,,,seedset,102,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.result-recording-modes,all,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.scalar-recording,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.vector-recording,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-scalar-file,results/delay/Secure20_record_s102.sca,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-vector-file,results/delay/Secure20_record_s102.vec,,
Secure20_record-0-20250915-22:43:50-99406,config,,,record-eventlog,false,,
Secure20_record-0-20250915-22:43:50-99406,config,,,seed-set,102,,
Secure20_record-0-20250915-22:43:50-99406,config,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99406,config,,,LightIoTNetwork.numSensorNodes,20,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.fakeNode.enabled,false,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.sensor[*].mode,"""Secure""",,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.gateway.securityEnabled,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,description,Secure Mode Simulation (includes all scenarios),,
Secure20_record-0-20250915-22:43:50-99406,config,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99406,config,,,ned-path,.,,
Secure20_record-0-20250915-22:43:50-99406,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:50-99406,config,,,record-eventlog,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,cmdenv-express-mode,false,,
Secure20_record-0-20250915-22:43:50-99406,config,,,network,ned.LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99406,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-scalar-file,results/secure_output.sca,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-vector-file,results/secure_output.vec,,
Secure20_record-0-20250915-22:43:50-99406,config,,,network,LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99406,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-scalar-file,results/nosecure_output.sca,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-vector-file,results/nosecure_output.vec,,
Secure20_record-0-20250915-22:43:50-99406,config,,,network,LightIoTNetwork,,
Secure20_record-0-20250915-22:43:50-99406,config,,,sim-time-limit,10s,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-scalar-file,results/attack_output.sca,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-vector-file,results/attack_output.vec,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-scalar-file,results/Secure20_record-0.sca,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-vector-file,results/Secure20_record-0.vec,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.scalar-recording,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.vector-recording,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.statistic-recording,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.result-recording-modes,all,,
Secure20_record-0-20250915-22:43:50-99406,config,,,rng-class,cMersenneTwister,,
Secure20_record-0-20250915-22:43:50-99406,config,,,num-rngs,1,,
Secure20_record-0-20250915-22:43:50-99406,config,,,seed-set,123,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-scalar-file,results/Secure20_record-0.sca,,
Secure20_record-0-20250915-22:43:50-99406,config,,,output-vector-file,results/Secure20_record-0.vec,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.scalar-recording,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.vector-recording,true,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.result-recording-modes,all,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.sensor[*].aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.gateway.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.fakeNode.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.sensor[*].sendInterval,0.5s,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.sensor[*].mode,"""Secure""",,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.gateway.procDelay,1ms,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.gateway.hmacWindow,1s,,
Secure20_record-0-20250915-22:43:50-99406,config,,,**.gateway.costForward_mJ,5,,
