run,type,module,name,attrname,attrvalue,vectime,vecvalue
Attack20_record-0-20250915-22:43:50-99409,runattr,,,configname,Attack20_record,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,datetime,20250915-22:43:50,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,datetimef,20250915-224350,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,experiment,Attack20_record,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,inifile,run_record.ini,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,iterationvars,,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,iterationvarsd,,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,iterationvarsf,,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,measurement,,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,network,ned.LightIoTNetwork,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,processid,99409,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,repetition,0,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,replication,#0,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,resultdir,results,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,runnumber,0,,
Attack20_record-0-20250915-22:43:50-99409,runattr,,,seedset,102,,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.result-recording-modes,all,,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.scalar-recording,true,,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.vector-recording,true,,
Attack20_record-0-20250915-22:43:50-99409,config,,,output-scalar-file,results/delay/Attack20_record_s102.sca,,
Attack20_record-0-20250915-22:43:50-99409,config,,,output-vector-file,results/delay/Attack20_record_s102.vec,,
Attack20_record-0-20250915-22:43:50-99409,config,,,record-eventlog,false,,
Attack20_record-0-20250915-22:43:50-99409,config,,,seed-set,102,,
Attack20_record-0-20250915-22:43:50-99409,config,,,network,ned.LightIoTNetwork,,
Attack20_record-0-20250915-22:43:50-99409,config,,,LightIoTNetwork.numSensorNodes,20,,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.sensor[*].mode,"""Secure""",,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.fakeNode.enabled,true,,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.fakeNode.validMac,true,,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.gateway.securityEnabled,true,,
Attack20_record-0-20250915-22:43:50-99409,config,,,**.gateway.hmacWindow,1s,,
Attack20_record-0-20250915-22:43:50-99409,config,,,description,Secure Mode Simulation (includes all scenarios),,
Attack20_record-0-20250915-22:43:50-99409,config,,,network,ned.LightIoTNetwork,,
Attack20_record-0-20250915-22:43:50-99409,config,,,ned-path,.,,
Attack20_record-0-20250915-22:43:50-99409,config,,,sim-time-limit,10s,,
Attack20_record-0-20250915-22:43:50-99409,config,,,record-eventlog,true,,
Attack20_record-0-20250915-22:43:50-99409,config,,,cmdenv-express-mode,false,,
Attack20_record-0-20250915-22:43:50-99409,config,,,network,ned.LightIoTNetwork,,
Attack20_record-0-20250915-22:43:50-99409,config,,,sim-time-limit,10s,,
Attack20_record-0-20250915-22:43:50-99409,config,,,output-scalar-file,results/secure_output.sca,,
Attack20_record-0-20250915-22:43:50-99409,config,,,output-vector-file,results/secure_output.vec,,
Attack20_record-0-20250915-22:43:50-99409,config,,,network,LightIoTNetwork,,
Attack20_record-0-20250915-22:43:50-99409,config,,,sim-time-limit,10s,,
Attack20_record-0-20250915-22:43:50-99409,config,,,output-scalar-file,results/nosecure_output.sca,,
Attack20_record-0-20250915-22:43:50-99409,config,,,output-vector-file,results/nosecure_output.vec,,
Attack20_record-0-20250915-22:43:50-99409,config,,,network,LightIoTNetwork,,
Attack20_record-0-20250915-22:43:50-99409,config,,,sim-time-limit,10s,,
