run,type,module,name,attrname,attrvalue,vectime,vecvalue
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,configname,NoSec5_record,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,datetime,20250915-22:43:50,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,datetimef,20250915-224350,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,experiment,NoSec5_record,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,inifile,run_record.ini,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,iterationvars,,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,iterationvarsd,,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,iterationvarsf,,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,measurement,,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,network,ned.LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,processid,99402,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,repetition,0,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,replication,#0,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,resultdir,results,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,runnumber,0,,
NoSec5_record-0-20250915-22:43:50-99402,runattr,,,seedset,102,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.result-recording-modes,all,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.scalar-recording,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.vector-recording,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-scalar-file,results/delay/NoSec5_record_s102.sca,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-vector-file,results/delay/NoSec5_record_s102.vec,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,record-eventlog,false,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,seed-set,102,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,network,ned.LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,LightIoTNetwork.numSensorNodes,5,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.fakeNode.enabled,false,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.sensor[*].mode,"""NoSecurity""",,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.securityEnabled,false,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.procDelay,0s,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.costVerify_mJ,0,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,description,Secure Mode Simulation (includes all scenarios),,
NoSec5_record-0-20250915-22:43:50-99402,config,,,network,ned.LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,ned-path,.,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,sim-time-limit,10s,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,record-eventlog,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,cmdenv-express-mode,false,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,network,ned.LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,sim-time-limit,10s,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-scalar-file,results/secure_output.sca,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-vector-file,results/secure_output.vec,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,network,LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,sim-time-limit,10s,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-scalar-file,results/nosecure_output.sca,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-vector-file,results/nosecure_output.vec,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,network,LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,sim-time-limit,10s,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-scalar-file,results/attack_output.sca,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-vector-file,results/attack_output.vec,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-scalar-file,results/NoSec5_record-0.sca,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-vector-file,results/NoSec5_record-0.vec,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.scalar-recording,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.vector-recording,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.statistic-recording,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.result-recording-modes,all,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,rng-class,cMersenneTwister,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,num-rngs,1,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,seed-set,123,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-scalar-file,results/NoSec5_record-0.sca,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,output-vector-file,results/NoSec5_record-0.vec,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.scalar-recording,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.vector-recording,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.result-recording-modes,all,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.sensor[*].aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.fakeNode.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.sensor[*].sendInterval,0.5s,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.sensor[*].mode,"""Secure""",,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.procDelay,1ms,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.hmacWindow,1s,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.costForward_mJ,5,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.costVerify_mJ,5,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.batteryInit_mJ,5000,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.securityEnabled,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.checkHmac,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.checkFreshness,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.checkDuplicate,true,,
NoSec5_record-0-20250915-22:43:50-99402,config,,,**.gateway.duplicateMethod,"""set""",,
