run,type,module,name,attrname,attrvalue,vectime,vecvalue
Secure5_record-0-20250915-22:43:51-99455,runattr,,,configname,Secure5_record,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,datetime,20250915-22:43:51,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,datetimef,20250915-224351,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,experiment,Secure5_record,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,inifile,run_record.ini,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,iterationvars,,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,iterationvarsd,,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,iterationvarsf,,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,measurement,,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,network,ned.LightIoTNetwork,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,processid,99455,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,repetition,0,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,replication,#0,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,resultdir,results,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,runnumber,0,,
Secure5_record-0-20250915-22:43:51-99455,runattr,,,seedset,105,,
Secure5_record-0-20250915-22:43:51-99455,config,,,**.result-recording-modes,all,,
Secure5_record-0-20250915-22:43:51-99455,config,,,**.scalar-recording,true,,
Secure5_record-0-20250915-22:43:51-99455,config,,,**.vector-recording,true,,
Secure5_record-0-20250915-22:43:51-99455,config,,,output-scalar-file,results/delay/Secure5_record_s105.sca,,
Secure5_record-0-20250915-22:43:51-99455,config,,,output-vector-file,results/delay/Secure5_record_s105.vec,,
Secure5_record-0-20250915-22:43:51-99455,config,,,record-eventlog,false,,
Secure5_record-0-20250915-22:43:51-99455,config,,,seed-set,105,,
Secure5_record-0-20250915-22:43:51-99455,config,,,network,ned.LightIoTNetwork,,
Secure5_record-0-20250915-22:43:51-99455,config,,,LightIoTNetwork.numSensorNodes,5,,
Secure5_record-0-20250915-22:43:51-99455,config,,,**.fakeNode.enabled,false,,
Secure5_record-0-20250915-22:43:51-99455,config,,,**.sensor[*].mode,"""Secure""",,
Secure5_record-0-20250915-22:43:51-99455,config,,,**.gateway.securityEnabled,true,,
Secure5_record-0-20250915-22:43:51-99455,config,,,description,Secure Mode Simulation (includes all scenarios),,
Secure5_record-0-20250915-22:43:51-99455,config,,,network,ned.LightIoTNetwork,,
Secure5_record-0-20250915-22:43:51-99455,config,,,ned-path,.,,
Secure5_record-0-20250915-22:43:51-99455,config,,,sim-time-limit,10s,,
Secure5_record-0-20250915-22:43:51-99455,config,,,record-eventlog,true,,
Secure5_record-0-20250915-22:43:51-99455,config,,,cmdenv-express-mode,false,,
Secure5_record-0-20250915-22:43:51-99455,config,,,network,ned.LightIoTNetwork,,
Secure5_record-0-20250915-22:43:51-99455,config,,,sim-time-limit,10s,,
Secure5_record-0-20250915-22:43:51-99455,config,,,output-scalar-file,results/secure_output.sca,,
Secure5_record-0-20250915-22:43:51-99455,config,,,output-vector-file,results/secure_output.vec,,
Secure5_record-0-20250915-22:43:51-99455,config,,,network,LightIoTNetwork,,
Secure5_record-0-20250915-22:43:51-99455,config,,,sim-time-limit,10s,,
Secure5_record-0-20250915-22:43:51-99455,config,,,output-scalar-file,results/nosecure_output.sca,,
