run,type,module,name,attrname,attrvalue,vectime,vecvalue
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,configname,NoSec5_record,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,datetime,20250915-22:43:50,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,datetimef,20250915-224350,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,experiment,NoSec5_record,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,inifile,run_record.ini,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,iterationvars,,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,iterationvarsd,,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,iterationvarsf,,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,measurement,,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,network,ned.LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,processid,99412,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,repetition,0,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,replication,#0,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,resultdir,results,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,runnumber,0,,
NoSec5_record-0-20250915-22:43:50-99412,runattr,,,seedset,103,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,**.result-recording-modes,all,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,**.scalar-recording,true,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,**.vector-recording,true,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,output-scalar-file,results/delay/NoSec5_record_s103.sca,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,output-vector-file,results/delay/NoSec5_record_s103.vec,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,record-eventlog,false,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,seed-set,103,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,network,ned.LightIoTNetwork,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,LightIoTNetwork.numSensorNodes,5,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,**.fakeNode.enabled,false,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,**.sensor[*].mode,"""NoSecurity""",,
NoSec5_record-0-20250915-22:43:50-99412,config,,,**.gateway.securityEnabled,false,,
NoSec5_record-0-20250915-22:43:50-99412,config,,,**.gateway.procDelay,0s,,
